Waktu,Kejadian,Penyebab,Keterangan,Lokasi,Posisi
2022-02-17,Banjir,Hujan intensitas sedang-lebat,"Kamis, 17 Februari 2022 pada pukul 14.00 WIB terjadi hujan sedang- lebat mengguyur wilayah Kecamatan Pageruyung dan sekitarnya sehingga menyebabkan banjir limpas sungai Medono yang disebabkan adanya kayu yang menghambat aliran sungai sehingga limpas ke rumah warga, tidak ada korban jiwa dalam kejadian tersebut.",Kendal,"(-7.0675038903549785, 110.03428434559616)"
2022-02-18,banjir bandang,- Akibat huajb sangat lebat,"Banjir yg merendam desa kami,ketitang wetan kec batangan kab Pati Jateng merupakan luapan dari air anak sungai medodaren yg mengakibatkan adanya tanggul putus karena sudah lama td adanya normalisasi sungai kali ombo.dan saya meminta untuk pemerintah kabupaten untuk normalisasi sungai kali ombo yg merupakan satu""sungai untuk pembuangan.",Pati,"(-6.712056477012851, 111.19834828177831"
2022-02-18,Banjir,Hujan Deras disertai angin kencang,"PASCA HUJAN DERAS DISERTAI ANGIN KENCANG : TANGGAL 18 Februari 2022 Update Hari Jumat 18 Februari 2022 Pukul 13.30 WIB. Kronologi : Hujan deras disertai angin kencang, pada hari jum'at tanggal 18 Februari 2022, menyebabkan kejadian bencana Banjir, dan tanah longsor di beberapa wilayah di Kota Semarang, dengan rincian sebagai berikut: BANJIR ----------------------------- 1. Jl. Soekarno - Hatta (Bawah terowongan tol) tinggi genangan 20-50 cm*. 2. Jl. Kintelan Baru tinggi genangan 20-40cm 3. Jl. Walisongo (Depan Kelurahan Wonosari) s.d Pabrik Sango dengan ketinggian 20-30 cm 4.- Kecamatan Ngaliyan - Kelurahan Wonosari banjir yang disebabkan oleh meluapnya DAS Bringin. Berdampak pada RT 3,5,6 RW 7. Ketinggian genangan antara 20 - 30 cm. 5.- Kecamatan Tugu - Kelurahan Mangkang Wetan Banjir disebabkan oleh meluapnya DAS Bringin berdampak di RW 5(RT 1 s.d 6)&6 (RT 2 s.d 4). genangan antara 40 - 50 cm. - Kelurahan Mangunharjo Disebabkan oleh adanya tanggul yang jebol di RT 4,5 RW 5. berdampak di RW 1(RT 1,2,3) & RW 4 (RT 1 s.d 6). Ketinggian genangan antara 20 - 30 cm. - Kelurahan Mangkang Kulon Meluapnya DAS Plumbon. berdampak di RW 1(RT 1 s.d 7) dan RW 2 (RT 1&2). Ketinggian genangan antara 20 - 40 cm.",Kota Semarang,"(-6.991859181483679, 110.42359288293216)"
2022-02-19,Tidak Banjir,,,,
2022-02-20,Tidak Banjir,,,,
2022-02-21,Tidak Banjir,,,,
2022-02-22,Tidak Banjir,,,,
2022-02-23,Tidak Banjir,,,,
2022-02-24,Tidak Banjir,,,,
2022-02-25,Tidak Banjir,,,,
2022-02-26,Tidak Banjir,,,,
2022-02-27,Tidak Banjir,,,,
2022-02-28,Tidak Banjir,,,,
2022-03-01,Tidak Banjir,,,,
2022-03-02,Tidak Banjir,,,,
2022-03-03,banjir,Hujan Lebat,"Pada hari Sabtu, 19 Maret 2022, Hujan deras dengan intensitas tinggi mengakibatkan saluran air tidak mampu menampung debit air. Sehingga air meluap hingga masuk di beberapa rumah. Kejadian ini terjadi di Ds. Megulung Kec. Sumber",Rembang,"(-6.777636874864593, 111.27056538944875)"
2022-03-04,BANJIR BANDANG,hujan intensitas tinggi,"Pada Hari : Jum'at, 4 Maret 2022 pukul 14.30 WIB Telah terjadi hujan dengan intensitas yang sangat tinggi di wilayah pegunungan Kendeng Selatan. Akibat hujan yang sangat tinggi tersebut aliran air dari pegunungan kendeng mengalir masuk ke kali Klampis Dusun Ploso Desa Nampu Kecamatan Karangrayung. Karena debit air yang sangat banyak tanggul kali klampis tidak bisa menahan sehingga mengakibatkan tanggul kali mengalami jebol sehingga air masuk ke area persawahan seluas 5 H.a yang yang baru ditanami jagung dan padi oleh warga dengan umur kurang lebih seminggu. Banjir juga menggenangi 7 rumah warga di Dusun Ploso di RT.03 & RT. 04 Desa Nampu Kecamatan Karang rayung. Untuk jebolan tanggul kali klampis menurut laporan dari Kepala Desa pada tahun 2021 dulu sudah pernah jebol dan sudah perbaiki dengan pemasangan bronjong. Saat ini jebol lagi karena debit air yang sangat banyak sehingga tanggul tidak bisa menahan aliran air. Untuk kerugian materi pertanian dan fisik di perkirakan 15 jt.",Grobogan,"(-7.208878488882793, 110.80381392030729)"
2022-03-05,Banjir Limpas,Hujan lebat,Banjir Limpas Sungai Blukar di dusun Karanggantung Desa Sojomerto Kecamatan Gemuh,Kendal,"(-7.012304910822604, 110.1470390246002)"
2022-03-06,Tidak Banjir,,,,
2022-03-07,Banjir,Hujan Lebat,"Pada Hari Senin, 7 Maret 2022 Hampir seluruh wilayah kabupaten Rembang terjadi hujan dengan intensitas tinggi. Sehingga menyebabkan banjir di Desa Sendangasri Kec. lasem . BPBD Rembang melakukan upaya assesment, pembersihan sisa genangan air, dan penyaluran bantuan logistik",Rembang,"(-6.684939429805101, 111.4578446995927)"
2022-03-07,Banjir,Hujan Lebat,"Pada Hari Senin, 7 Maret 2022 Hampir seluruh wilayah kabupaten Rembang terjadi hujan dengan intensitas tinggi. Sehingga menyebabkan banjir di Desa Sambiyan Kec. Kaliori . BPBD Rembang melakukan upaya assesment, pembersihan sisa genangan air, dan penyaluran bantuan logistik",Rembang,"(-6.731950967039536, 111.27022878301288)"
2022-03-07,Kejadian Banjir di Desa Jeruklegi wetan Kecamatan Jeruklegi Kabupaten Cilacap,- Hujan dengan intensitas tinggi dan berlangsung lama,"KEJADIAN BENCANA : Jenis Kejadian : Banjir. WAKTU KEJADIAN : Hari : Senin. Tanggal : 7 Maret 2022. Pkl : 02.00 WIB. TEMPAT KEJADIAN : Dsn : Gunungjaya Rt 02 Rw 05. Ds : Jeruklegi wetan. Kec : Jeruklegi Kab : Cilacap PENYEBAB KEJADIAN : ~• Secara umum : hujan dengan intensitas tinggi dan berlangsung lama ~• Secara khusus : aliran sungai jambu terhambat karna ada proyek penanggulan jalan menuju lokawisata yg menghambat arus sungai jambu. AKIBAT KEJADIAN : 1.Banjir setinggi -/+ 50 cm menggenang di wilayah Dsn Gunungjaya Ds Jeruklegi wetan,yg diakibatkan aliran sungai Jambu terhambat dan membalik mengalir ke pemukiman karena adanya proyek jalan wisata yg menanggul sungai Jambu. KRONOLOGI/KONDISI UMUM : Sudah dilakukan pengecekan dan assestmen oleh tim UPT BPBD Cilacap dan keadaan saat ini sudah mulai surut. KORBAN JIWA : - NIHIL. KERUSAKAN / KERUGIAN : Materiil : - 3 Hektar sawah siap panen terendam dengan nilai +/- Rp. 45.000.000,00 ( Empat puluh lima juta rupiah ). - 15 rumah terdampak banjir. - 20 KK terdampak banjir. KONDISI MUTAKHIR. 1. Sampai dengan saat ini , Jalan sudah bisa dilalui karena kondisi sudah mulai surut KEBUTUHAN MENDESAK : - nihil. KENDALA : - nihil TINDAKAN YANG TELAH DILAKUKAN : 1. Peninjauan secara langsung ke lokasi kejadian Oleh tim UPT BPBD Cilacap,Babinsa,Babinkamtibmas dan Perangkat Desa Jeruklegi wetan.",Cilacap,"(-7.614887, 109.0183863)"
2022-03-08,Tidak Banjir,,,,
2022-03-09,Banjir,hujan lebat,Banjiryang terjadi disebabkan oleh hujan dengan intensitas lebat yang terjadi pada tanggal 9 Maret mulai pukul 14.00 WIB. Akibat banjir tersebut 5 KK di Desa Bulaksempu terendam banjir dengan ketinggian -/+ 50-90 cm. Sedangkan di Desa Megulung banjir menggenangi rumah 5 KK di RT 05 RW 02. Hujan lebat di daerah Kecamatan Sumber juga menyebabkan beberapa kelas di SMPN 1 Sumber terendam banjir dengan ketinggian -/+ 20-30 cm serta pagar sekolah yang terbuat dari tembok sepanjang -/+ 25 meter roboh akibat terjangan banjir. Dari BPBD Kab. Rembang telah memberikan bantuan sembako dan selimut untuk korban di Desa Bulaksempu dan Desa Megulung.,Rembang,"(-6.778318721368835, 111.27173767938221)"
2022-03-09,Banjir,- hujan dengan intensitas sangat tinggi,"Telah terjadi hujan dengan intensitas sangat tinggi di beberapa wilayah kabupaten grobogan dari pukul 14.00 - 17.00 WIB, sehingga mengakibatkan beberapa wilayah mengalami banjir dan juga banjir bandang di wilayah kabupaten grobogan.",Grobogan,"(-7.037520074170621, 110.95985505290965)"
2022-03-09,Banjir,Hujan Deras daerah Hulu mengakibatkan Debit air meningkat,Wilayah Daerah tersebut Rendah mengakibatkan Air Limpas ke Permukiman warga,Demak,"(-6.938014486859704, 110.63113461473796)"
2022-03-09,Banjir Limpas,Hujan dengan intensitas lebat dan durasi yang lama,Banjir Limpas Sungai Afour di Desa Manggungsari Kecamatan Weleri,Kendal,"(-7.023454, 110.139401)"
2022-03-09,BANJIR,Hujan Deras,"Sekitar Pukul 14.30 WIB terjadi hujan deras di Wilayah Kecamatan Banyuputih hingga Subah, mengakibatkan banjir di Desa Kedawung dan Desa Kalibalik Kecamatan Banyuputih. Pukul 17.30 WIB Banjir mulai surut. Di Desa Kalibalik banjir berdampak pada area pesawahan bukan di pemukiman warga. Hingga saat ini area sawah masih terendam banjir.",Batang,"(-6.97039020267548, 109.95357392926444)"
2022-03-10,Tidak Banjir,,,,
2022-03-11,Tidak Banjir,,,,
2022-03-12,Tidak Banjir,,,,
2022-03-13,Tidak Banjir,,,,
2022-03-14,BANJIR,Grobogan,"Pada hari Senin, 14 Maret 2022 pukul 17.00 WIB telah terjadi hujan dengan intensitas tinggi yang mengakibatkan meluapnya sungai Serang sehingga berdampak pada tergenangnya rumah warga di beberapa Wilayah Kabupaten Grobogan",Grobogan,"(-7.1585081569763815, 110.86968885663812)"
2022-03-15,Banjir,Hujan intensitas tinggi,"Pada hari Senin, 14 Maret 2022 pukul 17.00 WIB telah terjadi hujan dengan intensitas tinggi yang mengakibatkan meluapnya sungai Serang sehingga berdampak pada tergenangnya rumah warga di beberapa Wilayah Kabupaten Grobogan",Grobogan,"(-7.106343667874114, 110.84965957210211)"
2022-03-15,Banjir,Hujan Deras,"Hujan yang terjadi sehari semalam mengakibatkan sungai di wilayah Kebumen banjir dan meluap ke pemukiman.wilayah yg terdampak meliputi Kecamatan,Ayah,Rowokele,Buayan,Kuwarasan,Gombong,Adimulyo,Karanganyar,Karangsambung,Sadang,Puring,Petanahan,Klirong,Alian,Sruweng,Pejagoan,Kutowinangun,Prembun,Mirit,Bonorowo dan Ambal",Kebumen,"(-7.6580151, 109.4038131)"
2022-03-15,Kejadian banjir di Pasar Kliwon Kesugihan Cilacap,-,"Kejadian banjir di Desa Kesugihan kidul Kecamatan Kesugihan sbb : KEJADIAN : Banjir berlokasi di pasar Kliwon Kec.Kesugihan. WAKTU KEJADIAN : Hari : Selasa Tanggal : 15 Maret 2022 Pukul : 08.00 WIB TEMPAT KEJADIAN : (Pasar kliwon) Dusun : Salakan Rt 01 Rw 07 Desa : Kesugihan Kidul Kecamatan : Kesugihan Kabupaten : Cilacap PENYEBAB KEJADIAN : Secara umum : Hujan deras dengan intensitas cukup deras pada hari selasa 15 maret pukul 09.00 WIB Secara khusus : Saluran air yg tersumbat sampah dari aktivitas pasar yg tidak terkelola dengan baik. AKIBAT KEJADIAN : ~ Banjir menggenang pasar Kliwon setinggi 15 cm. KRONOLOGI/KONDISI UMUM : Pada hari Selasa tanggal 15 Maret 2022, dari pukul 09.00 WIB di wilayah Kecamatan Kesugihan Kab. Cilacap turun hujan dengan intensitas yang cukup deras menyebabkan banjir di pasar Kliwon yang menggenang area pasar. Keadaan saat ini genangan sudah surut,namun kondisi saluran air masih tersumbat,di khawatirkan hujan terjadi kembali dan banjir menggenangi pasar. KORBAN JIWA : Nihil KERUSAKAN / KERUGIAN : Nihil. KERUSAKAN LAIN. Nihil. KEBUTUHAN MENDESAK : Nihil. KENDALA : Terlambatnya laporan masuk. TINDAKAN YANG TELAH DILAKUKAN : Tim UPT BPBD Cilacap sudah mengecek lokasi dan meruntut data dari laporan warga penyebab banjir.",Cilacap,"(-7.64702580352807, 109.0695194885242)"
2022-03-15,Banjir Luapan,PENYEBAB KEJADIAN : Luapan Banjir Sungai Gatel yang diakibatkan oleh Hujan dengan Intensitas Tinggi dalam waktu yang lama.,"LOKASI BENCANA : Desa Plangkapan, Desa Prembun, Desa Gumelar Kidul, Desa Karangpetir, Desa Gebangsari Kecamatan Tambak DESKRIPSI KRONOLOGIS : Hujan dengan intensitas tinggi yang menyebabkan sungai meluap dan air masuk ke pemukiman warga di beberapa Desa di Kecamatan Tambak",Banyumas,"(-7.614698981545979, 109.37986468994218)"
2022-03-15,"KEJADIAN BANJIR DI 8 DESA DI 3 KECAMATAN, KEC. KROYA, KEC. SA,PANG, KEC NUSAWUNGU",-Hujan deras dengan intensitas tinggi dan lama,"Hujan deras dan intensitas tinggi di tanggal 15 maret 2022 mengakibatkan banjir di 8 desa di 3 kecamatan, Kec. Kroya, Kec. Sampang, Kec. Nusawungu.",,
2022-03-16,Tidak Banjir,,,,
2022-03-17,Tidak Banjir,,,,
2022-03-18,Banjir di wilayah Kecamatan Jeruklegi Kabupaten Cilacap,-Hujan intensitas deras.,Banjir di wilayah Kecamatan Jeruklegi Kabupaten Cilacap,Cilacap,"(-7.606701970022582, 109.02145228163573)"
2022-03-19,Banjir,- luapan anak sungai (Kalen) dari hutan dengan durasi yang lama (dari jam 13.30 WIB sampai saat melaporkan belum berhenti),"Banjir terjadi di wilayah Dsn. Ngrayung, Dsn Mincil dan Dsn. Setro, Desa Kalangbancar, Kec. Geyer.",Grobogan,"(-7.262350918842412, 110.89804722076985)"
2022-03-20,Tidak Banjir,,,,
2022-03-21,Tidak Banjir,,,,
2022-03-22,Tidak Banjir,,,,
2022-03-23,Tidak Banjir,,,,
2022-03-24,Tidak Banjir,,,,
2022-03-25,Tidak Banjir,,,,
2022-03-26,Tidak Banjir,,,,
2022-03-27,kejadian banjir di wilayah Dusun Cikalong Desa Sidareja Kecamatan Sidareja Kabupaten Cilacap,,,,
2022-03-28,Tidak Banjir,,,,
2022-03-29,Tidak Banjir,,,,
2022-03-30,Tidak Banjir,,,,
2022-03-31,Bencana Banjir di Desa Cilopadang Kecamatan Majenang,"-Hujan Intensitas Tinggi disertai Angin kencang, Petir",Hujan deras dimulai pada pukul 15.30 s.d 19.30 wib. Sungai Cilumuh volume/debit air tinggi akibat kiriman hujan dari wilayah Desa-Desa di Kecamatan Cimanggu. Limpasan air sungai terjadi di Dusun Benda dan Dusun Cilumuh Timur.,Cilacap,"(-7.296193640138843, 108.7923716340113)"
2022-04-01,Tidak Banjir,,,,
2022-04-02,Tidak Banjir,,,,
2022-04-03,Tidak Banjir,,,,
2022-04-04,Tidak Banjir,,,,
2022-04-05,Tidak Banjir,,,,
2022-04-06,Tidak Banjir,,,,
2022-04-07,Tidak Banjir,,,,
2022-04-08,Banjir,Hujan lebat,"Pada hari Jum'at, 8 april 2022, Hujan deras dengan intensitas tinggi terjadi di wilayah kec. Pamotan mengakibatkan saluran air tidak mampu menampung debit air. Sehingga air meluap dengan ketinggian air ± 30 - 80cm dan menyebabkan banjir di Ds. Sidorejo Kec. pamotan",Rembang,"(-6.767238596240642, 111.47294920401055)"
2022-04-09,Tidak Banjir,,,,
2022-04-10,Tidak Banjir,,,,
2022-04-11,Tidak Banjir,,,,
2022-04-12,Tidak Banjir,,,,
2022-04-13,Tidak Banjir,,,,
2022-04-14,Tidak Banjir,,,,
2022-04-15,Tidak Banjir,,,,
2022-04-16,Tidak Banjir,,,,
2022-04-17,Tidak Banjir,,,,
2022-04-18,Tidak Banjir,,,,
2022-04-19,Banjir,Hujan dengan intensitas tinggi sehingga Sungai afur Kenteng Ngrandah tidak dapat menampung debit air & meluap ke jalan desa dengan ketinggian air 50 - 60 cm.,"Telah terjadi hujan deras di wilayah Kecamatan Toroh Kabupaten Grobogan pada pukul 14.00 WIB sehingga mengakibatkan Banjir/Genangan di Dusun Kenteng Desa Kenteng Kecamatan Toroh Kabupaten Grobogan. Air mulai menggenangi Jalan Desa dan Desa Pukul 16.00 WIB. Penyebab terjandinya Genangan/ Banjir tersebut di karenakan Sungai afur Kenteng Ngrandah, RT.04/RW11 tidak dapat menampung debit air sehingga meluap ke jalan desa dengan ketinggian air 50 - 60 cm. dampak dari banjir : 1. Dusun Turi 1 rumah roboh akibat tergerus air sungai Afur Kenteng Ngrandah. Adapun pemilik rumah An : Nama : Priyono Umur : 38 Tahun Pekerjaan : Tani Alamat : Dusun Turi Desa Kenteng Kecamatan Toroh 2. Tanggul sungai jebol di Dusun Turi sepanjang kurang lebih 8 M 3. Dusun Kenteng rumah terendam 67 KK 4. Dusun Sumberagung tidak ada yang terendam 5. Jalan di Dusun Sidomulyo terendam kurang lebih 20-30 cm dan rumah tidak ada yang terendam. - Jembatan jebol sepanjang 5-6 M akibat tergerus air di Dusun sidomulyo RT03/RW06 Desa Kenteng Kecamatan Toroh",Grobogan,"(-7.167875842885635, 110.96706395015525)"
2022-04-20,"TURAP SEKOLAH SDN 06 SALEBU AMBROL DI DSN. DUKUH, RT01/RW.12, DS. SALEBU, KEC. MAJENANG",Hujan deras dengan intensitas tinggi,"Hujan deras yg terjadi pada hari rabu tgl. 20 April 2022, dari pkl : 17.00 s/d 20.00 wib mengakibatkan turap sekolah SD 06 salebu yg dulu longsor kembali longsor.dan menutup sebagian jalan desa sehingga tidak dapat dilalui oleh kendaraan roda 4",Cilacap,"(-7.27290841905742, 108.725507982417)"
2022-04-21,Tidak Banjir,,,,
2022-04-22,Tidak Banjir,,,,
2022-04-23,Tidak Banjir,,,,
2022-04-24,GENANGAN AIR AKIBAT LIMPASAN AIR SUNGAI CILACA,Hujan deras di bagian atas dan terhalangya aliran sungai oleh sampah pokok bambu,"Hujan deras pada hari Rabu 20 April 2022 pkl : 18.30 s/d 19.30 wib di daerah atas ( pegunungan ) di wilayah Ds. Wanareja, dan adanya sampah pokok pohon bambu yg menghalangi aliran sungai mengakibatkan Sungai Cilaca meluap dan menggenangi pemukiman warga",Cilacap,"(-7.333439, 108.674893)"
2022-04-25,Tidak Banjir,,,,
2022-04-26,Tidak Banjir,,,,
2022-04-27,Tidak Banjir,,,,
2022-04-28,Tidak Banjir,,,,
2022-04-29,Tidak Banjir,,,,
2022-04-30,Tidak Banjir,,,,
2022-05-01,Kejadian Banjir di Jalan Provinsi Sidareja - Cipari,-,"I. KEJADIAN BENCANA Jenis Bencana : Banjir II. WAKTU KEJADIAN Hari/Tanggal : Minggu, 1 Mei 2022 Pukul : 17.00 WIB III. TEMPAT KEJADIAN Dsn. Prumpung Desa Serang Kec. Cipari dan Dsn. Nusadadi Desa Tinggarjaya Kec. Sidareja IV. PENYEBAB KEJADIAN 1. Pada hari Minggu tanggal 1 Mei 2022 sekitar pukul 14.00 s.d 16.30 WIB di wilayah Kecamatan Cipari dan Kecamtan Sidareja turun hujan intensitas tinggi. 2. Besarnya kiriman debit air dari wilayah Desa Cipari, Desa Segaralangu Kec. Cipari dan Desa Kunci bagian utara Kec. Sidareja sehingga sungai Cidurian / Prumpung tidak bisa menampung debit air dan mengakibatkan air meluap ke jalan V. AKIBAT KEJADIAN 1. Jalan Provinsi Sidareja - Cipari sejauh ± 3-4 km terendam air dengan kedalaman 30-50 cm. 2. Untuk sementara ini Jalan Provinsi Sidareja - Cipari sulit dilewati kendaraan roda dua. VI. KRONOLOGI/KONDISI UMUM Pada hari Minggu tanggal 1 Mei 2022 sekira mulai pukul 14.00 s.d 16.30 WIB di wilayah Kecamatan Cipari dan Sidareja turun hujan deras, sehingga mengakibatkan luapan sungai Cidurian. VII. KORBAN JIWA Nihil VIII. KERUSAKAN / KERUGIAN Kerugian arus lalu lintas terganggu, sementara Jalan Provinsi Sidareja - Cipari sulit untuk dilewati kendaraan roda dua. IX. KERUSAKAN LAIN Nihil X. KEBUTUHAN MENDESAK Nihil XI. KENDALA Nihil XII. TINDAKAN YANG TELAH DILAKUKAN Cek lokasi bersama masyarakat sekitar menghimbau kepada pengguna kendaraan roda dua yang hendak melintas ke arah Kecamatan Cipari ataupun Sidareja supaya melalui jalur alternatif untuk menghindari banjir atau menunggu dalam beberapa jam setelah air limpasan sungai surut. XIII. KONDISI MUTAKHIR Apabila kondisi cuaca tidak hujan banjir limpasan sungai di jalan akan surut dalam kurun waktu 2-3 jam. XIV. PENUTUP Demikian untuk menjadikan periksa.",Cilacap,"(-7.4499228, 108.76739133)"
2022-05-02,Tidak Banjir,,,,
2022-05-03,Tidak Banjir,,,,
2022-05-04,Tidak Banjir,,,,
2022-05-05,Tidak Banjir,,,,
2022-05-06,Tidak Banjir,,,,
2022-05-07,Tidak Banjir,,,,
2022-05-08,Tidak Banjir,,,,
2022-05-09,Tidak Banjir,,,,
2022-05-10,Tidak Banjir,,,,
2022-05-11,Tidak Banjir,,,,
2022-05-12,Tidak Banjir,,,,
2022-05-13,Tidak Banjir,,,,
2022-05-14,Tidak Banjir,,,,
2022-05-15,Tidak Banjir,,,,
2022-05-16,Tidak Banjir,,,,
2022-05-17,Tidak Banjir,,,,
2022-05-18,Banjir Rob Air Laut di wilayah Kecamatan Kampung Laut Kabupaten Cilacap,-,"I. WAKTU KEJADIAN : ~ Hari & tanggal : Selasa, 17 Mei 2022 ~ Pukul : 10.00 WIB II. TEMPAT KEJADIAN : Desa - desa di wilayah Kec Kampung Laut III. PENYEBAB KEJADIAN : ~ Meluapnya air laut sejak hari Senin, 16 Mei 2022 IV. AKIBAT KEJADIAN : ~ Tambak ikan dan udang terendam di wilayah dusun Bondan desa Ujungalang ~ Rumah terdampak rob masing-masing desa sbb : 1. Desa Ujunggagk : 4 RT 2. Desa Klaces : 9 RT 3. Desa Panikel : 7 RT 4. Desa Ujungalang : 8 RT ~ Kantor Pelayanan Publik Terendam: 1. Kantor Kec. Kampung Laut 2. Kantor Desa Ujungalang V. KRONOLOGI/KONDISI UMUM : Banjir Rob merupakan siklus tahunan, banjir puncak terjadi sejak hari Senin, 16 Mei 2022 sd. 3 hari kedepan VI. KORBAN JIWA : ~ Tidak ada Korban Jiwa. VII. KERUSAKAN / KERUGIAN: ~ Terendamnya tambak ikan dan udang di dusun Bondan desa Ujungalang VIII. KERUSAKAN LAIN. ~ Sementara belum ada laporan IX. TINDAKAN YANG TELAH DILAKUKAN : ~ Cek Lokasi bersama Pemdes setempat ~ Kerja bakti pembersihan lumpur di lingkungan kantor dan rumah ~ Menyarankan Pemdes maupun warga masyarakat untuk selalu waspada dengan cuaca yang ekstrim ~ Memerintahkan Perangkat Desa untuk berkoordinasi dengan pihak terkait dalam upaya mitigasi bencana ~ Menghimbau warga masyarakat utuk tetap waspada dan berhati-hati dikarenakan masih berpotensi terjadi banjir rob 3 hari kedepan X. KONDISI TERKINI ~ Banjir sudah mulai surut XI. PENUTUP : Demikian Untuk Menjadikan Periksa. Kasi Trantibum Kec. Kampung Laut",Cilacap,"(-7.65042848462662, 108.77700731509421)"
2022-05-19,BANJIR ROB,Air Laut Pasang (Naik),Kronologi Kejadian Telah terjadi banjir rob di pesisir pantai jepara akibat air laut pasang. Kejadian bermula pada hari kamis 19 Mei 2022. Pasang air laut tertinggi terjadi pada hari minggu 22 mei 2022.Tidak ada korban jiwa dalam kejadian tersebut.,Jepara,"(-6.506621, 110.670878)"
2022-05-20,Tanah longsor,Debit air sungai silandak.,Hari : Jumat. Tanggal : 20 Mei 2022. Pukul : ± 18:00 WIB. Lokasi Bencana : Kota : SEMARANG. Kecamatan : Ngaliyan. Kelurahan : Purwoyoso. Jalan/Gang : Jl. Gatot Subroto RT 2 RW 13. Pemilik : Anton Kumaedi 70th (1 KK / 1 JIWA). Kronologi: Hujan 18:00 WIB di wilayah Ngaliyan mengakibatkan debit air sungai silandak tinggi yang kemudian mengakibatkan pondasi rumah Bp. Anton ambrol sekitar pukul 18:00 WIB Longsor sepanjang Tinggi 5m Lebar 6m. Kerugian : Talud rumah ±20jt.,Kota Semarang,"(-6.997311463573288, 110.42359288293216)"
2022-05-21,Banjir Limpas,Hujan dengan intensitas sedang hingga lebat dengan durasi lama,Banjir Limpas Sungai Kendal,Kendal,"(-6.921335863795003, 110.2026993911937)"
2022-05-22,Tidak Banjir,,,,
2022-05-23,Banjir di Desa Sriwulan Kecamatan Sayung Kabupaten Demak,Air Laut Pasang yang melimpas dan mengakibatkan Tanggul Jebol,Terjadi Bencana Banjir di Desa Sriwulan Kecamatan Sayung Kabupaten Demak yang disebabkan oleh jebolnya tanggul,Demak,"(-6.922893, 110.651079)"
2022-05-24,Banjir,- hujan yang sangat deras dan meluapnya sungai klampis,"Pada hari Selasa24 Mei 2022 mulai pukul 16.00 WIB telah terjadi hujan deras di wilayah kecamatan karangrayung, setelah 30 menit hujan mengakibatkan sungai klampis di dsn Ploso meluap sehingga mengakibatkan banjir wilayah di Dusun Ploso Desa Nampu Kecamatan Karangrayung. Hujan berlangsung sampai pukul 17.20 WIB dan warga terdampak langsung membersihkan lokasi tempat tinggalnya masing-masing secara mandiri.",Grobogan,"(-7.2075160513159435, 110.80261121121364)"
